address,Multiplier
0xe66b9c6b6363195e75f806bf5519e578f02114ce,5
0xc169fd8055ad90a4e40b4106b570d0d59db6a2d8,1
0x6ffbb6c376d0cf590289671d652ae92213614828,1
0x0db19222f6f894be3fdda1dc89fb4bd97becfcf5,1
0xfc961534a0a55b925db2c5ee546c8a019c0d78d5,1
0xeeb072ecbe68bd123888a60cafd4c8c4fa02c65b,1
